player_id,player_name,club,position,model_rank,market_pick,value_delta,tier,projected_points,projection_low,projection_high,upside,floor,risk,profile,is_synthetic
SYN-145,Demo Solstice WR-61,Demo Club Comet,WR,165,162.1,-2.9,Development,152.6,107.6,184.6,4,2,3,Later-stage fictional profile intended for depth testing.,True
SYN-188,Demo Mosaic TE-32,Demo Club Ember,TE,166,161.5,-4.5,Development,119.6,82.5,141.7,3,2,4,Later-stage fictional profile intended for depth testing.,True
SYN-144,Demo Mosaic WR-60,Demo Club Aurora,WR,167,162.4,-4.6,Development,143.6,101.2,170.2,3,4,3,Later-stage fictional profile intended for depth testing.,True
SYN-022,Demo Mosaic QB-22,Demo Club Ion,QB,168,182.3,14.3,Development,218.6,150.8,270.0,5,2,4,High-variance illustrative profile with extra demo ceiling.,True
SYN-191,Demo Garnet TE-35,Demo Club Kestrel,TE,169,180.5,11.5,Development,103.0,71.1,124.6,4,1,4,High-variance illustrative profile with extra demo ceiling.,True
SYN-076,Demo Axiom RB-52,Demo Club Ion,RB,170,149.1,-20.9,Development,146.9,101.3,174.0,3,2,4,Later-stage fictional profile intended for depth testing.,True
SYN-023,Demo Solstice QB-23,Demo Club Kestrel,QB,171,175.2,4.2,Development,203.8,137.5,241.5,3,1,5,Later-stage fictional profile intended for depth testing.,True
SYN-190,Demo Axiom TE-34,Demo Club Ion,TE,172,168.7,-3.3,Development,110.0,74.2,130.3,3,1,5,Later-stage fictional profile intended for depth testing.,True
SYN-078,Demo Mosaic RB-54,Demo Club Aurora,RB,173,181.5,8.5,Development,142.6,100.6,176.2,5,4,3,Later-stage fictional profile intended for depth testing.,True
SYN-146,Demo Axiom WR-62,Demo Club Ember,WR,174,173.6,-0.4,Development,135.6,93.5,157.2,2,2,4,Later-stage fictional profile intended for depth testing.,True
SYN-024,Demo Axiom QB-24,Demo Club Aurora,QB,175,186.0,11.0,Development,206.5,142.5,244.7,3,2,4,Later-stage fictional profile intended for depth testing.,True
SYN-079,Demo Solstice RB-55,Demo Club Comet,RB,176,177.7,1.7,Development,128.3,90.4,152.0,3,2,3,Later-stage fictional profile intended for depth testing.,True
SYN-081,Demo Garnet RB-57,Demo Club Grove,RB,177,172.7,-4.3,Development,128.8,88.9,155.8,4,3,4,High-variance illustrative profile with extra demo ceiling.,True
SYN-149,Demo Solstice WR-65,Demo Club Kestrel,WR,178,192.0,14.0,Development,124.6,86.0,144.6,2,2,4,Later-stage fictional profile intended for depth testing.,True
SYN-147,Demo Garnet WR-63,Demo Club Grove,WR,179,185.2,6.2,Development,132.9,89.7,154.2,2,1,5,Later-stage fictional profile intended for depth testing.,True
SYN-150,Demo Axiom WR-66,Demo Club Aurora,WR,180,192.0,12.0,Development,135.9,93.8,157.7,2,3,4,Later-stage fictional profile intended for depth testing.,True
SYN-192,Demo Mosaic TE-36,Demo Club Aurora,TE,181,191.3,10.3,Development,111.3,80.1,137.5,5,4,2,Stable illustrative workload with a narrow demo range.,True
SYN-148,Demo Mosaic WR-64,Demo Club Ion,WR,182,172.7,-9.3,Development,140.6,94.9,163.1,2,2,5,Later-stage fictional profile intended for depth testing.,True
SYN-080,Demo Axiom RB-56,Demo Club Ember,RB,183,162.7,-20.3,Development,136.9,96.5,162.2,3,2,3,Later-stage fictional profile intended for depth testing.,True
SYN-082,Demo Mosaic RB-58,Demo Club Ion,RB,184,192.0,8.0,Development,121.0,85.3,140.4,2,3,3,Later-stage fictional profile intended for depth testing.,True
SYN-152,Demo Mosaic WR-68,Demo Club Ember,WR,185,192.0,7.0,Development,118.8,80.2,140.8,3,1,5,Later-stage fictional profile intended for depth testing.,True
SYN-151,Demo Garnet WR-67,Demo Club Comet,WR,186,192.0,6.0,Development,133.0,91.8,161.0,4,2,4,High-variance illustrative profile with extra demo ceiling.,True
SYN-083,Demo Solstice RB-59,Demo Club Kestrel,RB,187,173.0,-14.0,Development,125.5,84.7,145.6,2,1,5,Later-stage fictional profile intended for depth testing.,True
SYN-084,Demo Axiom RB-60,Demo Club Aurora,RB,188,192.0,4.0,Development,114.8,81.0,133.2,2,2,3,Later-stage fictional profile intended for depth testing.,True
SYN-154,Demo Axiom WR-70,Demo Club Ion,WR,189,171.2,-17.8,Development,123.5,87.1,143.3,2,3,3,Later-stage fictional profile intended for depth testing.,True
SYN-155,Demo Garnet WR-71,Demo Club Kestrel,WR,190,190.0,0.0,Development,122.9,84.8,145.7,3,2,4,Later-stage fictional profile intended for depth testing.,True
SYN-153,Demo Solstice WR-69,Demo Club Grove,WR,191,191.5,0.5,Development,126.7,91.2,150.1,3,5,2,Stable illustrative workload with a narrow demo range.,True
SYN-156,Demo Mosaic WR-72,Demo Club Aurora,WR,192,188.8,-3.2,Development,110.5,76.3,131.0,3,2,4,Later-stage fictional profile intended for depth testing.,True
