player_id,season_index,season_label,games,points,points_per_game,opportunities_per_game,is_synthetic
SYN-177,-2,Demo year -2,15,146.8,9.79,7.13,True
SYN-177,-1,Demo year -1,14,154.5,11.04,4.49,True
SYN-177,0,Current demo,14,142.8,10.2,5.44,True
SYN-015,-3,Demo year -3,15,261.6,17.44,37.03,True
SYN-015,-2,Demo year -2,17,267.6,15.74,35.01,True
SYN-015,-1,Demo year -1,16,276.4,17.27,34.46,True
SYN-015,0,Current demo,13,263.7,20.29,36.53,True
SYN-178,-3,Demo year -3,16,151.5,9.47,5.44,True
SYN-178,-2,Demo year -2,13,149.1,11.47,6.17,True
SYN-178,-1,Demo year -1,14,178.1,12.72,7.22,True
SYN-178,0,Current demo,17,150.8,8.87,6.44,True
SYN-061,-3,Demo year -3,17,198.3,11.67,16.53,True
SYN-061,-2,Demo year -2,13,189.2,14.56,15.16,True
SYN-061,-1,Demo year -1,13,211.9,16.3,16.29,True
SYN-061,0,Current demo,13,182.3,14.02,14.55,True
SYN-128,-3,Demo year -3,13,155.7,11.97,7.15,True
SYN-128,-2,Demo year -2,17,179.0,10.53,7.42,True
SYN-128,-1,Demo year -1,14,188.7,13.48,7.84,True
SYN-128,0,Current demo,15,176.3,11.75,7.96,True
SYN-062,-3,Demo year -3,15,204.1,13.61,15.24,True
SYN-062,-2,Demo year -2,17,178.8,10.52,15.17,True
SYN-062,-1,Demo year -1,13,176.9,13.61,14.37,True
SYN-062,0,Current demo,17,217.5,12.79,18.22,True
SYN-126,-3,Demo year -3,14,162.0,11.57,10.01,True
SYN-126,-2,Demo year -2,14,160.5,11.46,7.24,True
SYN-126,-1,Demo year -1,16,195.0,12.19,9.05,True
SYN-126,0,Current demo,13,192.2,14.79,6.51,True
SYN-127,-3,Demo year -3,15,166.1,11.07,8.71,True
SYN-127,-2,Demo year -2,15,166.0,11.07,10.69,True
SYN-127,-1,Demo year -1,16,176.3,11.02,10.85,True
SYN-127,0,Current demo,15,174.7,11.65,8.75,True
SYN-179,-3,Demo year -3,14,130.9,9.35,7.8,True
SYN-179,-2,Demo year -2,14,155.3,11.09,5.38,True
SYN-179,-1,Demo year -1,16,136.0,8.5,5.94,True
SYN-179,0,Current demo,17,151.0,8.88,8.22,True
SYN-063,-3,Demo year -3,17,184.6,10.86,14.9,True
SYN-063,-2,Demo year -2,16,205.5,12.84,16.89,True
SYN-063,-1,Demo year -1,17,188.1,11.06,17.62,True
SYN-063,0,Current demo,17,195.8,11.51,14.53,True
SYN-181,-3,Demo year -3,16,169.1,10.57,4.95,True
SYN-181,-2,Demo year -2,15,174.3,11.62,7.84,True
SYN-181,-1,Demo year -1,14,153.2,10.94,8.77,True
SYN-181,0,Current demo,14,137.2,9.8,8.3,True
SYN-065,-3,Demo year -3,16,204.0,12.75,15.79,True
SYN-065,-2,Demo year -2,14,198.3,14.16,16.22,True
SYN-065,-1,Demo year -1,13,200.7,15.44,17.7,True
SYN-065,0,Current demo,16,200.1,12.51,15.35,True
SYN-180,-3,Demo year -3,14,158.0,11.29,6.63,True
SYN-180,-2,Demo year -2,17,168.0,9.89,8.5,True
SYN-180,-1,Demo year -1,17,176.8,10.4,6.76,True
SYN-180,0,Current demo,15,182.4,12.16,5.32,True
SYN-064,-3,Demo year -3,14,180.8,12.92,18.57,True
SYN-064,-2,Demo year -2,14,178.8,12.77,14.22,True
SYN-064,-1,Demo year -1,16,180.1,11.25,15.54,True
SYN-064,0,Current demo,14,191.4,13.67,16.17,True
SYN-016,-3,Demo year -3,13,223.2,17.17,35.66,True
SYN-016,-2,Demo year -2,14,250.4,17.88,37.45,True
SYN-016,-1,Demo year -1,16,267.3,16.7,33.56,True
SYN-016,0,Current demo,17,256.8,15.11,33.74,True
SYN-066,-3,Demo year -3,13,163.2,12.56,14.05,True
SYN-066,-2,Demo year -2,16,184.8,11.55,16.77,True
SYN-066,-1,Demo year -1,17,173.9,10.23,16.39,True
SYN-066,0,Current demo,15,185.0,12.33,17.6,True
SYN-129,-3,Demo year -3,16,155.3,9.7,10.71,True
SYN-129,-2,Demo year -2,16,161.1,10.07,9.44,True
SYN-129,-1,Demo year -1,16,185.4,11.59,10.95,True
SYN-129,0,Current demo,14,168.7,12.05,6.22,True
SYN-067,-3,Demo year -3,17,144.0,8.47,17.07,True
SYN-067,-2,Demo year -2,13,153.0,11.77,18.04,True
SYN-067,-1,Demo year -1,16,165.7,10.36,17.71,True
SYN-067,0,Current demo,15,168.4,11.22,16.0,True
SYN-017,-3,Demo year -3,17,218.2,12.84,33.96,True
SYN-017,-2,Demo year -2,13,246.2,18.94,36.25,True
SYN-017,-1,Demo year -1,17,272.9,16.05,36.07,True
SYN-017,0,Current demo,16,272.2,17.01,36.85,True
SYN-130,-3,Demo year -3,15,186.1,12.41,6.82,True
SYN-130,-2,Demo year -2,13,158.9,12.22,7.2,True
SYN-130,-1,Demo year -1,17,201.2,11.83,6.89,True
SYN-130,0,Current demo,16,204.4,12.77,10.18,True
SYN-131,-3,Demo year -3,16,169.1,10.57,6.36,True
SYN-131,-2,Demo year -2,17,187.3,11.02,10.6,True
SYN-131,-1,Demo year -1,13,193.4,14.88,8.9,True
SYN-131,0,Current demo,16,166.6,10.41,10.45,True
SYN-182,-3,Demo year -3,15,159.4,10.62,5.0,True
SYN-182,-2,Demo year -2,15,122.9,8.19,4.53,True
SYN-182,-1,Demo year -1,14,138.5,9.89,5.57,True
SYN-182,0,Current demo,15,121.5,8.1,4.3,True
SYN-132,-3,Demo year -3,16,132.4,8.27,7.26,True
SYN-132,-2,Demo year -2,13,144.0,11.08,7.32,True
SYN-132,-1,Demo year -1,13,180.3,13.87,8.84,True
SYN-132,0,Current demo,16,190.1,11.88,6.87,True
SYN-184,-3,Demo year -3,13,134.9,10.38,4.66,True
SYN-184,-2,Demo year -2,16,120.7,7.54,6.88,True
SYN-184,-1,Demo year -1,17,151.4,8.9,4.44,True
SYN-184,0,Current demo,14,127.9,9.13,8.85,True
SYN-133,-3,Demo year -3,15,169.1,11.28,8.71,True
SYN-133,-2,Demo year -2,15,175.2,11.68,7.1,True
SYN-133,-1,Demo year -1,13,165.9,12.76,7.45,True
SYN-133,0,Current demo,15,186.8,12.45,9.93,True
SYN-183,-3,Demo year -3,15,117.5,7.83,6.79,True
SYN-183,-2,Demo year -2,17,112.7,6.63,4.63,True
SYN-183,-1,Demo year -1,15,134.6,8.97,7.15,True
SYN-183,0,Current demo,14,125.9,8.99,7.43,True
SYN-068,-3,Demo year -3,16,162.4,10.15,15.64,True
SYN-068,-2,Demo year -2,14,180.0,12.86,18.37,True
SYN-068,-1,Demo year -1,16,158.5,9.9,16.16,True
SYN-068,0,Current demo,16,180.6,11.29,13.96,True
SYN-069,-3,Demo year -3,14,135.6,9.68,17.61,True
SYN-069,-2,Demo year -2,17,138.3,8.13,14.1,True
SYN-069,-1,Demo year -1,15,148.5,9.9,17.38,True
SYN-069,0,Current demo,14,166.7,11.91,13.7,True
SYN-135,-3,Demo year -3,14,153.4,10.96,6.32,True
SYN-135,-2,Demo year -2,16,171.1,10.7,8.95,True
SYN-135,-1,Demo year -1,15,185.7,12.38,7.78,True
SYN-135,0,Current demo,17,197.4,11.61,8.56,True
SYN-134,-3,Demo year -3,15,165.4,11.02,9.52,True
SYN-134,-2,Demo year -2,15,157.4,10.49,6.11,True
SYN-134,-1,Demo year -1,16,180.1,11.25,9.52,True
SYN-134,0,Current demo,17,178.7,10.51,6.06,True
SYN-019,-3,Demo year -3,13,209.6,16.13,33.72,True
SYN-019,-2,Demo year -2,15,232.3,15.48,37.63,True
SYN-019,-1,Demo year -1,13,217.5,16.73,38.29,True
SYN-019,0,Current demo,16,241.4,15.09,34.07,True
SYN-018,-3,Demo year -3,14,235.8,16.84,33.95,True
SYN-018,-2,Demo year -2,13,262.7,20.21,34.0,True
SYN-018,-1,Demo year -1,15,255.4,17.02,33.82,True
SYN-018,0,Current demo,17,234.7,13.81,35.89,True
SYN-186,-3,Demo year -3,16,131.8,8.24,5.28,True
SYN-186,-2,Demo year -2,13,106.7,8.21,5.79,True
SYN-186,-1,Demo year -1,16,111.8,6.99,8.22,True
SYN-186,0,Current demo,15,102.1,6.81,8.42,True
SYN-020,-3,Demo year -3,17,227.2,13.36,35.11,True
SYN-020,-2,Demo year -2,14,247.7,17.69,38.37,True
SYN-020,-1,Demo year -1,16,253.2,15.82,35.21,True
SYN-020,0,Current demo,15,254.8,16.99,35.92,True
SYN-070,-3,Demo year -3,16,170.8,10.67,15.16,True
SYN-070,-2,Demo year -2,16,155.1,9.69,16.25,True
SYN-070,-1,Demo year -1,14,159.1,11.36,14.06,True
SYN-070,0,Current demo,13,157.8,12.14,17.85,True
SYN-185,-3,Demo year -3,17,103.6,6.09,4.17,True
SYN-185,-2,Demo year -2,13,136.7,10.52,8.78,True
SYN-185,-1,Demo year -1,15,142.7,9.52,7.44,True
SYN-185,0,Current demo,15,110.3,7.35,5.82,True
SYN-071,-3,Demo year -3,14,173.7,12.41,17.86,True
SYN-071,-2,Demo year -2,14,130.8,9.35,15.41,True
SYN-071,-1,Demo year -1,17,160.9,9.46,15.05,True
SYN-071,0,Current demo,14,151.5,10.82,15.87,True
SYN-136,-3,Demo year -3,15,125.5,8.36,6.39,True
SYN-136,-2,Demo year -2,16,169.6,10.6,5.72,True
SYN-136,-1,Demo year -1,13,180.7,13.9,8.22,True
SYN-136,0,Current demo,17,184.7,10.87,8.47,True
SYN-072,-3,Demo year -3,13,122.2,9.4,17.48,True
SYN-072,-2,Demo year -2,15,139.2,9.28,15.87,True
SYN-072,-1,Demo year -1,15,136.5,9.1,18.14,True
SYN-072,0,Current demo,13,138.8,10.68,16.79,True
SYN-137,-3,Demo year -3,16,172.3,10.77,7.54,True
SYN-137,-2,Demo year -2,13,156.1,12.01,9.92,True
SYN-137,-1,Demo year -1,15,141.8,9.45,9.11,True
SYN-137,0,Current demo,15,146.2,9.75,9.51,True
SYN-139,-3,Demo year -3,17,141.0,8.29,10.28,True
SYN-139,-2,Demo year -2,15,155.9,10.39,9.2,True
SYN-139,-1,Demo year -1,15,149.2,9.95,9.92,True
SYN-139,0,Current demo,14,148.8,10.63,7.52,True
SYN-140,-3,Demo year -3,13,147.7,11.36,9.3,True
SYN-140,-2,Demo year -2,15,172.9,11.53,6.1,True
SYN-140,-1,Demo year -1,17,163.5,9.62,9.52,True
SYN-140,0,Current demo,16,168.1,10.5,9.15,True
SYN-138,-3,Demo year -3,13,135.4,10.41,10.12,True
SYN-138,-2,Demo year -2,17,147.8,8.7,10.1,True
SYN-138,-1,Demo year -1,16,158.1,9.88,5.72,True
SYN-138,0,Current demo,13,167.2,12.86,6.92,True
SYN-187,-3,Demo year -3,14,139.7,9.98,7.48,True
SYN-187,-2,Demo year -2,16,140.6,8.79,6.35,True
SYN-187,-1,Demo year -1,15,107.4,7.16,6.31,True
SYN-187,0,Current demo,17,122.5,7.2,4.02,True
SYN-075,-3,Demo year -3,15,113.9,7.59,17.98,True
SYN-075,-2,Demo year -2,15,136.5,9.1,16.4,True
SYN-075,-1,Demo year -1,14,149.2,10.66,15.8,True
SYN-075,0,Current demo,15,150.0,10.0,17.53,True
SYN-141,-3,Demo year -3,14,144.9,10.35,10.21,True
SYN-141,-2,Demo year -2,13,160.0,12.31,6.67,True
SYN-141,-1,Demo year -1,17,140.6,8.27,7.31,True
SYN-141,0,Current demo,16,161.2,10.07,8.71,True
SYN-074,-3,Demo year -3,13,152.5,11.73,17.52,True
SYN-074,-2,Demo year -2,15,152.7,10.18,17.24,True
SYN-074,-1,Demo year -1,13,131.7,10.13,16.64,True
SYN-074,0,Current demo,15,140.6,9.37,17.08,True
SYN-073,-3,Demo year -3,13,130.7,10.05,15.19,True
SYN-073,-2,Demo year -2,15,126.1,8.41,15.62,True
SYN-073,-1,Demo year -1,14,142.7,10.19,16.43,True
SYN-073,0,Current demo,15,131.1,8.74,16.61,True
SYN-021,-3,Demo year -3,13,236.2,18.17,35.29,True
SYN-021,-2,Demo year -2,17,211.9,12.46,35.92,True
SYN-021,-1,Demo year -1,16,204.6,12.78,37.62,True
SYN-021,0,Current demo,13,207.7,15.98,36.91,True
SYN-143,-3,Demo year -3,16,144.1,9.0,9.84,True
SYN-143,-2,Demo year -2,15,140.9,9.4,10.12,True
SYN-143,-1,Demo year -1,14,154.3,11.02,6.87,True
SYN-143,0,Current demo,14,157.1,11.22,6.36,True
SYN-142,-3,Demo year -3,14,138.7,9.91,10.44,True
SYN-142,-2,Demo year -2,13,142.7,10.98,9.07,True
SYN-142,-1,Demo year -1,13,154.7,11.9,8.88,True
SYN-142,0,Current demo,17,161.3,9.49,6.53,True
SYN-077,-3,Demo year -3,17,153.9,9.06,13.56,True
SYN-077,-2,Demo year -2,14,134.7,9.62,13.74,True
SYN-077,-1,Demo year -1,17,155.9,9.17,16.07,True
SYN-077,0,Current demo,15,150.9,10.06,14.36,True
SYN-189,-3,Demo year -3,14,85.0,6.07,3.88,True
SYN-189,-2,Demo year -2,13,92.0,7.08,8.14,True
SYN-189,-1,Demo year -1,13,90.7,6.97,6.57,True
SYN-189,0,Current demo,14,132.6,9.47,4.33,True
SYN-145,-3,Demo year -3,13,130.0,10.0,9.6,True
SYN-145,-2,Demo year -2,15,154.7,10.31,9.93,True
SYN-145,-1,Demo year -1,13,164.8,12.68,5.52,True
SYN-145,0,Current demo,13,163.2,12.56,9.32,True
SYN-188,-3,Demo year -3,13,124.2,9.55,5.05,True
SYN-188,-2,Demo year -2,16,133.2,8.32,5.33,True
SYN-188,-1,Demo year -1,13,126.2,9.71,5.59,True
SYN-188,0,Current demo,17,112.7,6.63,4.44,True
SYN-144,-3,Demo year -3,17,129.5,7.62,6.88,True
SYN-144,-2,Demo year -2,16,148.2,9.26,5.42,True
SYN-144,-1,Demo year -1,16,149.1,9.32,8.28,True
SYN-144,0,Current demo,14,164.2,11.73,9.62,True
SYN-022,-3,Demo year -3,14,215.8,15.41,33.6,True
SYN-022,-2,Demo year -2,16,219.2,13.7,34.01,True
SYN-022,-1,Demo year -1,14,239.0,17.07,33.61,True
SYN-022,0,Current demo,16,229.9,14.37,37.03,True
SYN-191,-3,Demo year -3,17,107.4,6.32,4.81,True
SYN-191,-2,Demo year -2,17,91.7,5.39,7.35,True
SYN-191,-1,Demo year -1,14,105.5,7.54,3.7,True
SYN-191,0,Current demo,16,107.7,6.73,5.18,True
SYN-076,-3,Demo year -3,14,141.9,10.14,17.94,True
SYN-076,-2,Demo year -2,14,159.9,11.42,17.2,True
SYN-076,-1,Demo year -1,16,128.6,8.04,17.71,True
SYN-076,0,Current demo,14,153.7,10.98,16.74,True
SYN-023,-3,Demo year -3,13,194.6,14.97,36.58,True
SYN-023,-2,Demo year -2,15,218.4,14.56,34.0,True
SYN-023,-1,Demo year -1,15,212.9,14.19,34.55,True
SYN-023,0,Current demo,17,210.9,12.41,36.73,True
SYN-190,-3,Demo year -3,15,101.3,6.75,3.92,True
SYN-190,-2,Demo year -2,13,100.9,7.76,5.31,True
SYN-190,-1,Demo year -1,14,98.8,7.06,6.75,True
SYN-190,0,Current demo,14,130.6,9.33,6.0,True
SYN-078,-3,Demo year -3,13,136.6,10.51,13.98,True
SYN-078,-2,Demo year -2,15,138.5,9.23,14.81,True
SYN-078,-1,Demo year -1,13,145.3,11.18,16.77,True
SYN-078,0,Current demo,17,146.0,8.59,14.18,True
SYN-146,-3,Demo year -3,13,138.4,10.65,8.49,True
SYN-146,-2,Demo year -2,15,144.0,9.6,5.5,True
SYN-146,-1,Demo year -1,16,128.4,8.03,7.29,True
SYN-146,0,Current demo,14,130.9,9.35,10.09,True
SYN-024,-3,Demo year -3,16,193.8,12.11,35.2,True
SYN-024,-2,Demo year -2,13,203.9,15.68,35.16,True
SYN-024,-1,Demo year -1,14,214.7,15.33,36.99,True
SYN-024,0,Current demo,14,203.1,14.51,34.78,True
SYN-079,-3,Demo year -3,13,134.9,10.37,16.97,True
SYN-079,-2,Demo year -2,15,117.2,7.81,14.21,True
SYN-079,-1,Demo year -1,14,119.6,8.54,14.5,True
SYN-079,0,Current demo,16,146.2,9.14,17.69,True
SYN-081,-3,Demo year -3,17,120.5,7.09,16.52,True
SYN-081,-2,Demo year -2,16,136.0,8.5,13.49,True
SYN-081,-1,Demo year -1,14,138.6,9.9,15.78,True
SYN-081,0,Current demo,13,124.0,9.54,16.62,True
SYN-149,-3,Demo year -3,17,121.5,7.15,9.18,True
SYN-149,-2,Demo year -2,17,140.0,8.23,8.45,True
SYN-149,-1,Demo year -1,17,126.9,7.46,6.13,True
SYN-149,0,Current demo,17,117.8,6.93,5.46,True
SYN-147,-3,Demo year -3,17,145.1,8.53,6.97,True
SYN-147,-2,Demo year -2,15,126.4,8.43,8.53,True
SYN-147,-1,Demo year -1,15,147.5,9.83,6.56,True
SYN-147,0,Current demo,16,150.2,9.39,5.52,True
SYN-150,-3,Demo year -3,13,128.6,9.89,8.39,True
SYN-150,-2,Demo year -2,16,150.4,9.4,8.97,True
SYN-150,-1,Demo year -1,15,145.0,9.67,5.28,True
SYN-150,0,Current demo,17,164.2,9.66,6.47,True
SYN-192,-3,Demo year -3,16,134.5,8.4,4.67,True
SYN-192,-2,Demo year -2,15,133.3,8.89,4.94,True
SYN-192,-1,Demo year -1,17,122.2,7.19,6.06,True
SYN-192,0,Current demo,15,99.0,6.6,5.47,True
SYN-148,-3,Demo year -3,16,119.9,7.49,8.27,True
SYN-148,-2,Demo year -2,14,161.1,11.51,5.97,True
SYN-148,-1,Demo year -1,15,140.2,9.35,8.76,True
SYN-148,0,Current demo,13,125.2,9.63,10.13,True
SYN-080,-3,Demo year -3,13,139.7,10.74,14.85,True
SYN-080,-2,Demo year -2,17,126.0,7.41,13.85,True
SYN-080,-1,Demo year -1,15,136.9,9.13,13.47,True
SYN-080,0,Current demo,13,137.4,10.57,16.65,True
SYN-082,-3,Demo year -3,14,138.4,9.89,15.41,True
SYN-082,-2,Demo year -2,14,107.6,7.69,13.21,True
SYN-082,-1,Demo year -1,13,140.9,10.84,16.97,True
SYN-082,0,Current demo,17,114.2,6.72,14.64,True
SYN-152,-3,Demo year -3,15,119.0,7.94,6.55,True
SYN-152,-2,Demo year -2,17,119.0,7.0,5.35,True
SYN-152,-1,Demo year -1,14,129.9,9.28,7.82,True
SYN-152,0,Current demo,13,116.5,8.96,5.31,True
SYN-151,-3,Demo year -3,14,133.5,9.54,6.78,True
SYN-151,-2,Demo year -2,14,152.0,10.86,7.99,True
SYN-151,-1,Demo year -1,17,115.0,6.77,6.37,True
SYN-151,0,Current demo,16,129.5,8.09,8.16,True
SYN-083,-3,Demo year -3,14,130.7,9.33,13.03,True
SYN-083,-2,Demo year -2,15,126.7,8.45,16.84,True
SYN-083,-1,Demo year -1,17,127.4,7.5,16.45,True
SYN-083,0,Current demo,17,126.9,7.46,15.88,True
SYN-084,-3,Demo year -3,17,109.1,6.42,15.65,True
SYN-084,-2,Demo year -2,16,135.4,8.46,16.69,True
SYN-084,-1,Demo year -1,13,125.1,9.62,16.98,True
SYN-084,0,Current demo,15,110.5,7.37,16.8,True
SYN-154,-3,Demo year -3,16,106.0,6.63,5.94,True
SYN-154,-2,Demo year -2,16,125.0,7.81,5.38,True
SYN-154,-1,Demo year -1,17,103.2,6.07,6.95,True
SYN-154,0,Current demo,13,135.3,10.4,6.72,True
SYN-155,-3,Demo year -3,14,95.8,6.84,9.4,True
SYN-155,-2,Demo year -2,15,109.3,7.29,5.71,True
SYN-155,-1,Demo year -1,13,136.2,10.48,9.71,True
SYN-155,0,Current demo,15,131.5,8.76,6.24,True
SYN-153,-3,Demo year -3,17,128.8,7.58,8.05,True
SYN-153,-2,Demo year -2,16,103.2,6.45,5.36,True
SYN-153,-1,Demo year -1,15,116.6,7.77,5.36,True
SYN-153,0,Current demo,17,129.9,7.64,6.15,True
SYN-156,-3,Demo year -3,14,133.1,9.5,8.8,True
SYN-156,-2,Demo year -2,15,114.1,7.61,9.53,True
SYN-156,-1,Demo year -1,17,122.2,7.19,5.52,True
SYN-156,0,Current demo,17,115.0,6.76,5.02,True
